,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
11327,Midfielder,63,65,600000.0,1000.0,25,179,75,Östersunds FK,Swedish Allsvenskan,2021.0,Netherlands,Right,3,3,1,Medium/Medium,60.0,54.0,64.0,66.0,55.0,65.0,61,45,45,67,47,64,65,52,69,67,63,58,69,58,74,66,66,62,62,63,75,59,45,61,58,62,53,59,55
11328,Forward,63,63,475000.0,1000.0,29,185,81,Stabæk Fotball,Norwegian Eliteserien,2022.0,Norway,Right,3,3,1,Medium/Medium,77.0,59.0,53.0,62.0,36.0,68.0,54,62,59,56,54,60,53,49,51,61,76,78,69,64,70,61,90,63,72,53,61,46,61,51,58,60,25,34,35
11329,Defender,63,68,650000.0,3000.0,25,180,76,Hartlepool United,English League Two,2023.0,England,Right,3,2,1,High/Medium,74.0,49.0,55.0,62.0,57.0,70.0,60,49,54,57,45,60,55,40,53,60,73,74,75,55,73,54,74,76,65,45,75,55,57,54,47,55,57,58,57
11330,Midfielder,63,66,650000.0,1000.0,24,178,71,Sarpsborg 08 FF,Norwegian Eliteserien,2021.0,Norway,Right,3,3,1,Medium/Medium,84.0,56.0,54.0,66.0,30.0,50.0,57,52,33,56,47,66,59,38,42,63,86,83,82,62,72,63,45,67,47,62,39,22,55,58,43,57,35,28,32
11331,Midfielder,63,68,725000.0,2000.0,23,182,73,Cambridge United,English League One,2022.0,England,Right,2,2,1,Medium/Medium,73.0,57.0,59.0,63.0,58.0,68.0,51,57,55,64,44,61,53,46,62,62,71,74,67,62,76,59,76,83,64,57,58,59,60,62,53,61,57,60,56
11332,Defender,63,70,875000.0,7000.0,25,178,75,Al Nassr,Saudi Abdul L. Jameel League,2025.0,Saudi Arabia,Right,4,2,1,Medium/Medium,76.0,47.0,53.0,55.0,63.0,70.0,47,48,63,61,47,51,39,51,57,50,78,74,78,59,73,56,81,75,70,38,59,65,48,46,34,48,62,65,59
11333,Defender,63,64,500000.0,1000.0,27,184,74,Macarthur FC,Australian Hyundai A-League,2022.0,Australia,Right,3,2,1,Medium/High,61.0,37.0,52.0,54.0,63.0,70.0,47,34,59,60,30,51,39,31,55,56,60,62,60,52,57,48,70,72,73,31,59,66,53,49,36,60,59,66,64
11334,Forward,63,63,475000.0,2000.0,30,187,78,Wisła Płock,Polish T-Mobile Ekstraklasa,2023.0,Poland,Right,3,3,1,Medium/Medium,70.0,62.0,39.0,63.0,26.0,69.0,31,64,68,50,64,63,34,27,24,64,69,70,69,61,53,62,69,68,72,55,65,19,60,45,68,64,26,18,23
11335,Defender,63,68,675000.0,1000.0,24,188,79,Accrington Stanley,English League One,2023.0,England,Right,2,2,1,Medium/Medium,68.0,39.0,53.0,58.0,60.0,69.0,59,35,60,57,25,59,35,27,52,59,66,69,56,57,56,46,67,68,72,38,64,59,57,53,41,55,60,61,60
11336,Defender,63,67,650000.0,3000.0,24,184,74,Servette FC,Swiss Super League,2022.0,France,Right,2,2,1,Medium/Medium,68.0,43.0,54.0,61.0,59.0,68.0,57,41,59,58,31,60,35,33,56,58,69,67,71,59,71,59,81,72,67,34,64,60,47,54,41,60,59,59,61
11337,Defender,63,74,1000000.0,1000.0,22,172,67,AJ Auxerre,French Ligue 2,2023.0,France,Right,3,2,1,Medium/Medium,72.0,49.0,55.0,65.0,60.0,55.0,70,48,53,59,41,64,45,46,48,64,70,74,78,52,83,56,62,52,58,43,51,53,55,43,48,55,62,64,63
11338,Midfielder,63,66,650000.0,3000.0,24,180,70,Bristol Rovers,English League Two,2023.0,England,Right,3,3,1,Medium/Low,64.0,61.0,65.0,64.0,56.0,58.0,61,60,49,65,62,63,71,68,64,65,66,62,62,61,76,64,56,61,56,61,58,55,62,65,64,64,57,59,56
11339,Midfielder,63,63,325000.0,1000.0,31,178,73,FC Voluntari,Romanian Liga I,2022.0,Cape Verde Islands,Right,2,2,1,Medium/High,59.0,55.0,58.0,60.0,61.0,67.0,51,51,59,63,50,57,48,42,60,61,53,64,67,61,72,66,59,72,65,56,67,61,59,59,52,62,59,63,61
11340,Forward,63,63,525000.0,500.0,27,182,80,Sport Huancayo,Peruvian Primera División,2021.0,Colombia,Right,2,2,1,Medium/Medium,69.0,65.0,49.0,62.0,22.0,61.0,39,68,62,55,64,65,41,31,53,61,68,70,59,62,59,63,51,65,71,65,31,19,55,54,56,43,20,14,18
11341,Defender,63,63,350000.0,2000.0,31,175,66,FC U Craiova 1948,Romanian Liga I,2022.0,Côte d'Ivoire,Right,3,3,1,High/Medium,76.0,27.0,52.0,61.0,62.0,62.0,58,21,52,56,26,58,27,33,48,60,71,80,74,52,74,31,72,58,60,25,70,61,56,53,45,59,65,62,60
11342,Midfielder,63,63,425000.0,3000.0,28,185,77,Abha Club,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Right,3,2,1,High/Medium,49.0,49.0,57.0,59.0,58.0,75.0,48,52,55,64,32,62,41,39,61,63,48,50,54,59,35,54,64,80,79,43,60,59,56,57,45,50,58,60,53
11343,Forward,63,64,575000.0,3000.0,26,194,84,FC St. Gallen 1879,Swiss Super League,2023.0,Austria,Right,3,2,1,High/Medium,71.0,63.0,46.0,54.0,34.0,73.0,35,68,59,56,40,49,48,35,39,60,70,71,58,61,57,70,68,70,87,55,41,32,58,45,49,52,44,20,24
11344,Forward,63,66,625000.0,2000.0,26,186,85,Górnik Zabrze,Polish T-Mobile Ekstraklasa,2022.0,France,Left,3,2,1,Medium/Low,74.0,60.0,50.0,62.0,26.0,77.0,52,63,56,56,55,60,38,31,42,62,74,74,68,62,67,63,74,71,84,49,67,13,63,53,63,60,40,14,11
11345,Forward,63,63,475000.0,6000.0,29,181,74,Santos,Campeonato Brasileiro Série A,2024.0,Brazil,Right,3,3,1,Medium/Medium,44.0,66.0,53.0,63.0,26.0,65.0,59,70,63,61,57,63,53,50,44,65,46,43,58,71,65,62,76,69,67,64,53,22,62,41,65,53,13,28,32
11346,Forward,63,63,475000.0,5000.0,29,182,65,Al Raed,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Left,4,3,1,High/Low,76.0,58.0,56.0,66.0,42.0,61.0,59,57,55,58,60,67,60,44,53,64,74,78,75,52,62,63,53,72,58,57,57,45,60,55,46,59,29,47,44
11347,Defender,63,66,575000.0,3000.0,24,190,82,Northampton Town,English League Two,2022.0,England,Right,3,2,1,Medium/Medium,54.0,32.0,42.0,41.0,61.0,77.0,30,27,61,52,22,30,24,27,51,48,53,54,53,59,51,44,69,77,84,33,63,60,30,40,40,50,62,62,61
11348,Defender,63,67,600000.0,10000.0,25,185,79,Cruz Azul,Mexican Liga MX,2021.0,Mexico,Right,3,2,1,Medium/Medium,62.0,41.0,49.0,48.0,64.0,67.0,41,33,61,63,39,35,38,27,54,62,63,62,57,59,46,59,62,66,73,43,56,60,27,39,52,59,65,65,65
11349,Midfielder,63,70,975000.0,2000.0,23,170,75,Charlton Athletic,English League One,2022.0,England,Right,5,3,1,High/Low,91.0,57.0,52.0,65.0,22.0,67.0,55,58,50,55,42,64,47,39,43,62,90,91,82,52,89,59,71,59,70,55,66,20,57,56,56,52,19,18,16
11350,Forward,63,69,775000.0,2000.0,24,182,83,Wycombe Wanderers,English League One,2024.0,England,Right,3,3,1,High/High,84.0,62.0,50.0,63.0,35.0,71.0,49,61,57,54,58,63,60,40,43,60,83,84,74,59,77,67,72,81,77,59,43,22,61,48,62,56,40,30,35
11351,Defender,63,69,700000.0,1000.0,23,193,68,Ross County FC,Scottish Premiership,2022.0,Scotland,Left,3,2,1,Medium/Medium,68.0,35.0,50.0,51.0,61.0,75.0,55,34,65,57,24,49,40,30,53,53,67,68,53,53,42,38,76,74,82,31,59,61,46,40,39,60,59,63,60
11352,Forward,63,63,475000.0,4000.0,29,191,80,Universitatea Craiova,Romanian Liga I,2022.0,Romania,Left,2,2,1,High/Low,55.0,65.0,53.0,59.0,36.0,66.0,50,64,65,58,64,59,48,49,52,64,54,55,54,55,34,74,72,57,77,59,49,26,62,52,56,65,27,40,42
11353,Defender,63,68,625000.0,2000.0,25,188,80,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,2023.0,Spain,Right,3,2,1,Low/Medium,59.0,33.0,45.0,46.0,63.0,66.0,38,24,63,60,40,35,31,30,50,54,63,56,57,56,57,51,70,54,75,32,58,64,21,31,42,47,63,64,62
11354,Defender,63,66,600000.0,950.0,23,175,70,Östersunds FK,Swedish Allsvenskan,2021.0,Burundi,Left,3,2,1,High/Medium,79.0,44.0,54.0,62.0,54.0,72.0,58,39,51,61,36,63,44,40,56,60,75,82,73,52,74,62,82,78,71,40,66,52,45,44,42,48,57,54,55
11355,Midfielder,63,68,700000.0,2000.0,25,183,67,CF Fuenlabrada,Spanish Segunda División,2022.0,France,Right,3,2,1,High/Medium,63.0,47.0,61.0,67.0,62.0,63.0,61,42,65,67,31,67,38,36,65,64,59,66,73,67,73,60,75,70,60,51,60,68,45,61,47,68,62,58,61
11356,Forward,63,64,575000.0,5000.0,26,183,80,Coventry City,English League Championship,2023.0,Germany,Left,2,3,1,Medium/Medium,62.0,65.0,63.0,63.0,49.0,60.0,64,61,45,61,64,64,63,65,64,61,59,64,61,64,67,75,50,34,72,67,63,47,62,66,56,59,53,50,44
11357,Midfielder,63,68,725000.0,2000.0,23,174,73,Silkeborg IF,Danish Superliga,2022.0,Denmark,Right,3,2,1,Medium/Medium,66.0,54.0,62.0,65.0,59.0,66.0,56,55,37,66,54,63,57,49,63,65,68,65,73,60,77,58,68,80,61,50,58,60,56,63,49,66,62,62,56
11358,Midfielder,63,69,775000.0,1000.0,22,175,65,Górnik Łęczna,Polish T-Mobile Ekstraklasa,2023.0,Congo DR,Left,3,3,1,Medium/Medium,85.0,56.0,58.0,66.0,27.0,49.0,60,54,40,58,45,64,63,67,49,62,83,86,90,57,87,61,49,52,50,58,41,29,58,59,55,53,19,28,27
11359,Midfielder,63,71,1000000.0,2000.0,22,184,75,Gillingham,English League One,2022.0,England,Right,2,2,1,Medium/Medium,61.0,44.0,56.0,56.0,61.0,72.0,48,39,53,62,38,56,46,41,58,60,55,66,46,62,52,56,73,67,74,44,71,60,57,58,43,56,62,63,62
11360,Defender,63,65,475000.0,1000.0,28,185,87,Kalmar FF,Swedish Allsvenskan,2021.0,Sweden,Right,4,2,1,Medium/Medium,53.0,31.0,50.0,54.0,58.0,81.0,39,23,69,56,24,53,27,27,64,56,49,56,52,55,57,50,75,70,90,31,76,53,33,53,35,55,56,61,56
11361,Forward,63,68,725000.0,2000.0,23,175,77,Melbourne Victory,Australian Hyundai A-League,2022.0,Australia,Right,4,2,1,High/Medium,82.0,57.0,55.0,63.0,36.0,69.0,55,63,63,58,55,61,57,42,55,59,82,82,82,59,75,57,87,63,76,44,52,29,61,53,54,57,39,31,26
11362,Midfielder,63,71,1000000.0,1000.0,23,185,81,Suwon FC,Korean K League 1,2022.0,Korea Republic,Right,3,2,1,Medium/Medium,62.0,48.0,55.0,59.0,58.0,70.0,36,38,54,63,33,58,34,39,64,59,60,63,65,60,59,63,62,61,77,57,68,61,59,61,44,55,59,59,54
11363,Defender,63,69,675000.0,550.0,25,185,79,SC East Bengal FC,Indian Super League,2022.0,Croatia,Left,3,2,1,High/Medium,66.0,40.0,51.0,52.0,64.0,71.0,57,38,61,55,35,49,37,38,58,53,63,69,57,55,51,44,81,72,76,41,55,58,41,40,39,52,66,65,65
11364,Midfielder,63,65,525000.0,4000.0,27,179,70,Shandong Taishan,Chinese Super League,2021.0,China PR,Right,2,2,1,Medium/Medium,66.0,51.0,56.0,60.0,59.0,72.0,47,44,62,62,38,56,40,45,67,59,62,69,74,58,69,64,74,70,75,58,66,59,55,54,45,57,62,55,62
11365,Defender,63,65,500000.0,2000.0,27,183,77,Wuhan FC,Chinese Super League,2021.0,China PR,Right,3,2,1,Medium/Medium,62.0,50.0,56.0,61.0,63.0,72.0,54,52,55,61,41,60,41,33,60,59,59,64,73,64,59,51,73,80,72,47,61,63,57,58,36,57,62,65,64
11366,Defender,63,63,475000.0,2000.0,27,178,77,Nashville SC,USA Major League Soccer,2021.0,United States,Left,2,2,1,Low/High,73.0,25.0,41.0,38.0,63.0,57.0,51,22,54,55,20,20,28,23,29,52,72,73,48,66,65,32,75,54,62,24,42,62,27,25,37,43,64,67,58
11367,Defender,63,74,1000000.0,3000.0,22,185,75,Cambridge United,English League One,2021.0,Republic of Ireland,Right,3,2,1,Medium/Medium,51.0,33.0,39.0,38.0,65.0,64.0,29,30,64,49,33,33,28,37,37,39,50,52,37,59,43,46,66,53,72,22,55,64,33,36,43,50,66,66,63
11368,Midfielder,63,64,475000.0,900.0,28,186,81,Varbergs BoIS FC,Swedish Allsvenskan,2022.0,Sweden,Right,3,2,1,Low/Medium,60.0,50.0,61.0,60.0,57.0,75.0,64,45,51,61,42,60,52,51,59,61,58,62,57,61,55,61,66,73,75,50,79,59,60,62,44,62,58,57,53
11369,Defender,63,63,400000.0,1000.0,30,183,78,GwangJu FC,Korean K League 1,2021.0,Korea Republic,Right,3,2,1,Medium/High,53.0,23.0,35.0,42.0,64.0,75.0,22,18,61,49,25,33,28,26,32,42,70,39,54,56,67,30,75,71,79,23,69,64,27,31,34,62,63,66,63
11370,Midfielder,63,68,675000.0,900.0,22,162,60,Adelaide United,Australian Hyundai A-League,2022.0,Australia,Right,3,2,1,Medium/High,69.0,42.0,58.0,67.0,60.0,62.0,53,40,45,63,40,60,42,38,61,66,68,70,89,62,86,45,64,77,58,40,52,61,58,63,38,69,64,61,56
11371,Forward,63,63,230000.0,1000.0,34,169,67,Oita Trinita,Japanese J. League Division 1,2023.0,Japan,Right,4,3,1,Medium/Medium,49.0,65.0,63.0,67.0,41.0,60.0,58,62,47,65,66,66,64,64,63,68,61,40,66,61,80,68,48,75,61,70,41,37,63,66,69,64,43,41,39
11372,Midfielder,63,72,1100000.0,1000.0,22,186,70,Lillestrøm SK,Norwegian Eliteserien,2024.0,Finland,Left,3,2,1,Medium/Medium,66.0,51.0,61.0,64.0,55.0,62.0,52,42,48,65,41,63,58,59,64,64,67,65,69,63,67,64,54,70,66,60,46,60,53,64,48,61,51,57,53
11373,Midfielder,63,68,725000.0,1000.0,24,174,67,Tokushima Vortis,Japanese J. League Division 1,2022.0,Japan,Right,3,2,1,Medium/Medium,82.0,50.0,57.0,65.0,24.0,47.0,57,52,30,64,43,64,48,36,55,64,83,82,82,49,73,52,41,61,39,42,50,16,62,54,53,52,29,20,29
11374,Defender,63,63,325000.0,1000.0,31,180,76,Shonan Bellmare,Japanese J. League Division 1,2022.0,Japan,Left,3,2,1,Medium/Medium,44.0,24.0,39.0,46.0,64.0,70.0,22,18,62,59,25,36,25,20,36,49,44,44,71,60,62,33,75,69,73,21,61,61,47,32,36,47,66,64,63
11375,Defender,63,68,675000.0,2000.0,24,185,71,Morecambe,English League One,2023.0,England,Left,3,2,1,High/Medium,68.0,35.0,50.0,58.0,60.0,64.0,61,30,54,56,37,57,42,28,43,59,69,68,65,59,60,43,72,69,63,30,58,59,50,39,42,52,61,61,60
11376,Forward,63,69,750000.0,650.0,24,187,77,Sportclub Verl,German 3. Bundesliga,2022.0,Germany,Left,3,3,1,Medium/Medium,76.0,62.0,55.0,65.0,39.0,65.0,56,61,60,60,55,66,57,51,49,64,77,75,65,58,70,66,74,65,72,60,43,35,63,51,61,59,39,38,31
11377,Midfielder,63,63,400000.0,2000.0,31,176,73,Vissel Kobe,Japanese J. League Division 1,2022.0,Japan,Right,3,3,1,High/High,66.0,44.0,60.0,65.0,60.0,68.0,65,47,62,66,45,63,45,29,63,65,63,68,72,62,68,41,69,66,73,39,59,60,59,55,34,60,56,62,60
11378,Midfielder,63,68,725000.0,1000.0,24,174,66,Vegalta Sendai,Japanese J. League Division 1,2023.0,Japan,Right,3,2,1,Medium/Medium,82.0,56.0,61.0,65.0,56.0,63.0,58,59,37,66,37,64,49,38,63,66,85,80,62,62,74,58,66,72,60,56,56,61,60,61,44,59,54,60,55
11379,Defender,63,68,675000.0,1000.0,23,185,80,Hokkaido Consadole Sapporo,Japanese J. League Division 1,2022.0,Japan,Right,3,2,1,Medium/High,81.0,36.0,51.0,54.0,58.0,73.0,56,32,54,55,23,55,27,29,53,53,75,85,51,55,48,45,67,68,82,36,59,57,51,51,33,53,56,62,60
11380,Forward,63,67,675000.0,1000.0,25,162,62,Avispa Fukuoka,Japanese J. League Division 1,2022.0,Japan,Right,3,2,1,High/Medium,76.0,58.0,58.0,68.0,37.0,47.0,47,59,38,63,42,65,54,48,55,65,72,79,87,60,92,57,94,60,37,61,46,36,61,64,54,60,38,36,37
11381,Defender,63,63,350000.0,2000.0,31,170,70,Kashiwa Reysol,Japanese J. League Division 1,2022.0,Japan,Right,3,2,1,Medium/Medium,59.0,35.0,55.0,52.0,57.0,73.0,68,26,47,56,37,40,50,34,51,56,60,58,71,61,77,54,73,89,65,32,73,61,42,52,45,56,51,61,60
11382,Defender,63,63,300000.0,2000.0,32,179,72,Yokohama F. Marinos,Japanese J. League Division 1,2022.0,Japan,Right,3,2,1,Medium/Medium,60.0,30.0,37.0,46.0,64.0,65.0,29,28,63,51,25,36,26,25,35,43,62,58,64,64,70,41,65,55,70,25,64,66,26,29,33,68,67,61,60
11383,Midfielder,63,67,700000.0,2000.0,23,171,68,Vissel Kobe,Japanese J. League Division 1,2022.0,Japan,Right,3,3,1,High/Medium,74.0,56.0,59.0,64.0,42.0,48.0,56,57,54,65,59,62,59,38,57,65,76,72,73,58,76,60,63,45,44,53,57,45,63,58,42,53,41,38,42
11384,Midfielder,63,68,675000.0,2000.0,22,183,78,Bristol Rovers,English League Two,2023.0,England,Right,3,2,1,Medium/High,71.0,49.0,56.0,60.0,60.0,74.0,48,47,60,62,34,60,44,32,61,60,70,71,58,59,62,56,74,77,76,51,64,61,59,60,36,58,60,61,59
11385,Midfielder,63,76,1200000.0,7000.0,21,178,68,Reading,English League Championship,2022.0,Nigeria,Right,3,3,1,High/Medium,75.0,58.0,57.0,67.0,56.0,61.0,44,52,48,64,52,67,44,49,58,62,78,73,79,59,77,66,63,64,59,65,60,58,58,63,55,61,53,60,52
11386,Midfielder,63,68,725000.0,3000.0,24,183,71,Carlisle United,English League Two,2022.0,England,Right,3,3,1,Medium/High,72.0,54.0,62.0,63.0,60.0,68.0,60,53,56,63,41,61,55,58,63,64,71,72,64,61,74,59,77,86,61,57,61,60,60,62,42,60,60,61,57
11387,Midfielder,63,66,650000.0,2000.0,24,174,67,Kashiwa Reysol,Japanese J. League Division 1,2022.0,Japan,Right,4,3,1,Medium/Low,81.0,52.0,67.0,70.0,57.0,54.0,62,49,37,69,57,71,63,62,68,72,77,85,70,51,73,55,47,43,62,54,47,49,45,68,58,68,59,65,66
11388,Midfielder,63,63,400000.0,3000.0,31,182,77,Wuhan FC,Chinese Super League,2021.0,China PR,Right,3,2,1,High/Medium,68.0,61.0,65.0,60.0,58.0,71.0,64,59,59,65,54,57,71,71,64,61,68,68,66,65,64,68,71,80,71,61,62,59,64,63,58,58,58,57,55
11389,Defender,63,63,425000.0,1000.0,28,175,71,GwangJu FC,Korean K League 1,2022.0,Korea Republic,Left,4,2,1,Medium/High,75.0,29.0,53.0,61.0,55.0,64.0,54,26,43,58,23,58,42,42,56,60,73,76,73,59,59,34,61,80,62,28,52,59,40,46,38,65,53,58,59
11390,Defender,63,70,925000.0,750.0,23,185,72,Dundalk FC,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Left,3,2,1,Medium/High,66.0,50.0,57.0,61.0,61.0,66.0,59,52,58,57,45,62,56,51,55,58,62,69,66,57,58,54,69,73,61,42,68,59,57,56,53,59,60,63,61
11391,Defender,63,63,230000.0,1000.0,33,187,77,Jeju United FC,Korean K League 1,2022.0,Korea Republic,Right,2,2,1,Medium/Medium,48.0,39.0,47.0,51.0,65.0,67.0,40,43,60,57,31,48,22,25,58,55,49,47,48,57,60,36,72,62,74,37,53,65,34,42,33,50,67,64,66
11392,Forward,63,65,625000.0,500.0,23,180,66,Club Bolívar,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,Right,3,3,1,High/Medium,81.0,61.0,44.0,64.0,37.0,51.0,48,66,56,43,46,65,48,33,33,60,79,82,84,62,50,64,57,50,60,50,28,30,64,50,64,54,40,35,33
11393,Forward,63,66,650000.0,500.0,25,175,76,Club Always Ready,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,Left,3,2,1,High/Medium,64.0,66.0,48.0,64.0,27.0,56.0,40,70,64,50,58,65,62,59,37,66,68,60,59,57,71,69,56,76,55,55,35,12,58,54,73,46,42,14,13
11394,Defender,63,63,425000.0,500.0,28,185,73,HJK Helsinki,Finnish Veikkausliiga,2021.0,Finland,Right,3,2,1,Medium/Medium,70.0,39.0,57.0,59.0,58.0,63.0,63,38,46,60,37,59,52,44,54,60,67,72,64,52,63,39,46,68,62,40,65,58,45,53,41,55,60,60,61
11395,Defender,63,63,425000.0,2000.0,29,177,73,Shijiazhuang Ever Bright F.C.,Chinese Super League,2022.0,China PR,Right,3,2,1,Medium/High,76.0,39.0,54.0,49.0,59.0,73.0,56,32,46,62,28,40,38,38,58,46,78,75,78,62,79,57,72,75,72,39,72,57,34,43,44,46,60,63,56
11396,Midfielder,63,63,475000.0,2000.0,29,180,67,FC Academica Clinceni,Romanian Liga I,2024.0,Brazil,Right,4,3,1,High/Low,78.0,61.0,61.0,64.0,37.0,55.0,59,58,51,62,63,63,58,58,63,64,77,79,79,52,69,64,46,48,64,63,45,35,58,59,60,55,34,38,35
11397,Forward,63,68,725000.0,3000.0,25,183,85,Patronato,Argentina Primera División,2021.0,Argentina,Right,3,2,1,Medium/Medium,57.0,64.0,43.0,56.0,27.0,66.0,30,66,70,61,70,52,37,33,31,60,55,59,60,61,62,62,68,73,81,60,20,18,61,36,69,47,30,18,20
11398,Defender,63,70,900000.0,600.0,23,183,80,Central Coast Mariners,Australian Hyundai A-League,2023.0,Australia,Left,3,2,1,Medium/Medium,66.0,24.0,42.0,41.0,62.0,72.0,26,16,58,60,31,27,24,22,50,45,63,69,60,61,64,34,81,74,73,27,67,57,27,29,33,62,64,64,60
11399,Midfielder,63,73,1100000.0,2000.0,21,180,70,Milton Keynes Dons,English League One,2022.0,Nigeria,Right,3,2,1,Medium/Medium,68.0,52.0,61.0,64.0,60.0,63.0,52,50,50,66,48,62,53,44,64,64,71,66,76,60,70,55,55,70,57,56,73,62,56,63,48,61,63,61,58
11400,Forward,63,69,775000.0,2000.0,24,182,80,Vejle Boldklub,Danish Superliga,2022.0,Venezuela,Right,3,3,1,Medium/Medium,75.0,61.0,44.0,65.0,21.0,62.0,36,61,58,54,53,68,33,26,39,64,77,74,72,60,59,65,66,56,73,56,42,12,64,47,65,50,19,16,19
11401,Midfielder,63,67,600000.0,1000.0,25,178,76,Pau FC,French Ligue 2,2022.0,France,Right,3,2,1,Medium/High,57.0,55.0,60.0,59.0,58.0,72.0,54,55,62,67,35,58,47,48,61,64,53,60,52,55,60,60,63,64,79,60,69,58,43,57,52,50,55,60,57
11402,Forward,63,68,725000.0,3000.0,25,180,74,Gazişehir Gaziantep F.K.,Turkish Süper Lig,2023.0,Brazil,Right,2,2,1,High/Low,56.0,64.0,47.0,58.0,25.0,61.0,40,67,68,53,44,56,44,42,40,59,59,54,65,63,52,64,64,53,71,60,43,15,69,51,67,60,22,22,16
11403,Midfielder,63,63,375000.0,4000.0,32,168,69,Al Batin,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Right,3,2,1,Medium/Medium,57.0,55.0,63.0,64.0,60.0,68.0,58,55,52,65,38,63,57,64,63,65,62,52,62,62,68,57,60,69,69,56,68,63,59,65,62,59,58,62,61
11404,Forward,63,72,1100000.0,4000.0,22,170,71,ESTAC Troyes,French Ligue 1,2024.0,England,Right,3,2,1,Medium/Medium,75.0,60.0,56.0,64.0,25.0,46.0,59,64,40,59,49,62,52,53,50,64,76,74,81,56,73,59,32,43,51,55,42,20,64,56,51,55,28,22,21
11405,Defender,63,64,550000.0,1000.0,24,191,75,Motherwell,Scottish Premiership,2022.0,England,Left,3,2,1,Medium/Low,67.0,35.0,52.0,54.0,61.0,72.0,56,32,60,59,31,54,38,37,56,53,65,68,54,59,50,40,68,73,76,30,60,60,52,42,42,56,61,62,60
11406,Forward,63,72,1100000.0,3000.0,22,183,75,Luton Town,English League Championship,2024.0,Zimbabwe,Right,3,3,1,Medium/Medium,67.0,61.0,46.0,62.0,31.0,65.0,35,65,64,51,54,62,51,48,42,60,69,65,66,64,61,63,75,62,69,51,58,26,64,50,57,58,30,25,24
11407,Midfielder,63,66,625000.0,2000.0,25,177,72,Livingston FC,Scottish Premiership,2022.0,Belgium,Right,2,3,1,High/Medium,73.0,42.0,62.0,73.0,61.0,58.0,57,38,49,69,32,73,44,40,65,72,77,69,79,60,82,44,76,51,55,46,71,59,54,64,46,66,63,63,61
11408,Midfielder,63,68,675000.0,3000.0,23,190,74,Aalborg BK,Danish Superliga,2022.0,Denmark,Right,3,2,1,Low/High,64.0,45.0,55.0,57.0,64.0,68.0,52,40,63,59,43,53,37,44,56,59,65,64,63,59,65,56,73,73,68,42,59,63,48,55,48,54,66,64,61
11409,Defender,63,69,700000.0,2000.0,23,182,66,KAS Eupen,Belgian Jupiler Pro League,2022.0,Ghana,Right,3,2,1,High/Medium,81.0,32.0,51.0,63.0,61.0,62.0,56,24,53,58,29,65,31,27,51,61,79,83,72,51,66,46,82,50,66,33,64,59,48,45,32,53,63,62,63
11410,Defender,63,71,1000000.0,2000.0,22,185,80,Fleetwood Town,English League One,2023.0,England,Right,2,2,1,Medium/Medium,64.0,35.0,49.0,58.0,62.0,70.0,54,29,58,58,33,58,35,29,42,58,63,65,59,53,58,49,73,61,74,31,69,60,45,41,33,57,62,64,60
11411,Forward,63,68,725000.0,1000.0,24,180,76,VfL Osnabrück,German 3. Bundesliga,2023.0,Germany,Right,4,3,1,Medium/Medium,72.0,62.0,58.0,69.0,25.0,58.0,64,62,59,58,63,71,71,65,44,63,71,73,76,61,79,66,74,72,56,62,39,19,58,57,53,64,28,17,22
11412,Defender,63,70,925000.0,2000.0,23,180,65,Tranmere Rovers,English League Two,2022.0,Scotland,Left,2,2,1,Medium/High,71.0,32.0,47.0,55.0,59.0,61.0,54,29,49,52,24,55,38,34,42,53,74,68,64,58,56,35,57,82,56,30,48,56,57,40,36,53,61,61,60
11413,Midfielder,63,69,750000.0,3000.0,23,182,70,FCSB (Steaua),Romanian Liga I,2024.0,Romania,Right,3,3,1,Medium/Medium,72.0,63.0,63.0,62.0,61.0,70.0,58,61,59,66,50,60,55,53,64,60,72,72,77,63,70,68,56,73,67,66,75,61,57,64,58,58,60,63,62
11414,Forward,63,68,725000.0,900.0,24,180,74,Varbergs BoIS FC,Swedish Allsvenskan,2024.0,South Africa,Left,3,3,1,Medium/Medium,77.0,58.0,44.0,65.0,27.0,59.0,29,63,65,53,32,66,39,25,28,68,78,76,64,59,63,57,77,68,66,51,26,16,63,63,65,57,35,18,18
