position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
2,67,67,1000000.0,5000.0,29,186,83,Sepsi OSK Sf. Gheorghe,Romanian Liga I,2024.0,Serbia,1,4,2,1,4,65.0,66.0,65.0,68.0,29.0,63.0,64,66,46,66,62,67,53,68,64,70,66,65,69,63,70,69,55,53,70,65,61,28,69,65,65,64,23,31,28
2,67,76,2300000.0,12000.0,21,186,69,Galatasaray SK,Turkish Süper Lig,2026.0,Turkey,1,3,3,1,4,77.0,64.0,60.0,68.0,31.0,68.0,64,66,45,65,58,68,62,47,57,69,78,76,70,62,74,67,49,79,73,62,46,21,54,51,58,56,31,33,34
2,67,70,1300000.0,500.0,24,185,75,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,2024.0,Senegal,1,3,2,1,4,70.0,56.0,59.0,67.0,63.0,74.0,43,54,63,66,52,66,55,46,63,68,70,70,66,65,64,59,70,77,74,57,72,62,66,64,46,67,61,66,64
2,67,70,1300000.0,6000.0,25,170,67,Antalyaspor,Turkish Süper Lig,2023.0,Algeria,0,4,3,1,5,67.0,61.0,66.0,70.0,31.0,52.0,67,58,48,68,62,70,69,65,63,70,68,67,69,59,83,66,62,65,39,63,68,22,64,64,63,65,32,31,30
2,67,67,900000.0,5000.0,28,185,77,Atakaş Hatayspor,Turkish Süper Lig,2023.0,Turkey,1,3,2,1,4,57.0,65.0,64.0,63.0,66.0,73.0,59,64,70,68,54,61,61,57,67,65,60,55,64,59,66,70,66,72,75,63,70,67,63,63,77,72,64,67,60
1,67,76,2300000.0,9000.0,22,181,73,Cádiz CF,Spain Primera Division,2022.0,Spain,1,3,2,1,5,77.0,61.0,60.0,68.0,30.0,49.0,67,62,65,63,53,68,49,51,47,71,78,76,74,59,63,63,56,42,55,57,40,30,67,60,63,59,29,22,21
2,67,78,2200000.0,4000.0,20,168,71,Abha Club,Saudi Abdul L. Jameel League,2024.0,Congo,1,3,3,1,4,79.0,63.0,60.0,69.0,32.0,59.0,57,66,60,62,59,71,59,53,56,68,76,81,72,58,64,60,67,65,57,61,54,30,63,63,60,60,26,31,29
2,67,76,2300000.0,4000.0,21,170,62,KV Kortrijk,Belgian Jupiler Pro League,2026.0,Algeria,1,4,3,1,4,71.0,64.0,67.0,73.0,58.0,53.0,63,61,38,69,56,74,68,63,68,70,74,69,77,62,85,71,69,66,39,68,69,61,60,66,54,71,58,62,56
1,67,72,1600000.0,500.0,23,188,75,Dinamo Zagreb,Croatian Prva HNL,2026.0,Australia,1,4,2,1,5,76.0,69.0,53.0,63.0,26.0,77.0,49,69,68,61,54,61,37,34,52,67,73,78,62,56,70,76,74,77,79,67,74,17,63,52,73,62,16,29,18
2,67,83,2700000.0,3000.0,20,184,79,FC Arouca,Portuguese Liga ZON SAGRES,2022.0,Portugal,0,3,2,1,5,86.0,61.0,61.0,69.0,37.0,65.0,63,56,38,62,57,68,69,58,58,70,87,85,78,64,72,73,44,77,63,64,58,38,51,60,59,56,32,41,37
1,67,83,2600000.0,10000.0,19,172,59,Club Brugge KV,Belgian Jupiler Pro League,2022.0,France,1,3,2,1,5,83.0,58.0,52.0,77.0,27.0,37.0,54,62,39,56,50,80,47,38,43,77,86,80,80,47,85,68,44,48,33,42,29,25,65,52,56,60,24,29,22
1,67,78,2300000.0,21000.0,20,187,75,Inter,Italian Serie A,2024.0,Uruguay,1,3,2,1,4,67.0,66.0,52.0,66.0,29.0,65.0,42,70,70,62,52,66,46,35,43,71,66,67,59,64,55,61,74,61,72,66,50,18,68,55,69,62,27,24,26
0,67,75,2100000.0,500.0,23,190,70,Orlando Pirates,South African Premier Division,2024.0,Nigeria,1,3,2,1,4,79.0,44.0,48.0,50.0,69.0,71.0,46,42,61,54,41,46,44,47,45,44,78,80,61,62,72,57,86,81,69,37,60,71,42,43,49,59,62,78,71
2,67,81,2300000.0,500.0,17,169,67,Unión Deportiva Las Palmas,Spanish Segunda División,2023.0,Spain,1,3,3,1,4,68.0,59.0,62.0,67.0,46.0,55.0,42,60,57,71,53,69,45,42,69,70,69,68,51,63,79,67,61,59,50,50,60,45,65,70,59,54,40,48,53
1,67,73,1600000.0,2000.0,23,186,84,Santa Clara,Portuguese Liga ZON SAGRES,2024.0,Iran,1,3,2,1,4,76.0,67.0,58.0,70.0,34.0,61.0,63,67,58,59,68,72,58,46,52,74,73,78,63,70,59,75,43,64,72,61,35,32,57,57,60,61,27,35,32
2,66,66,275000.0,2000.0,39,168,71,Cambridge United,English League One,2022.0,Republic of Ireland,0,3,3,1,3,51.0,65.0,68.0,69.0,48.0,39.0,69,64,46,68,61,66,68,66,67,67,53,49,76,66,86,67,32,34,42,64,39,43,64,68,70,72,48,52,44
2,66,66,275000.0,3000.0,36,182,76,N.E.C. Nijmegen,Holland Eredivisie,2022.0,Paraguay,1,4,3,1,5,39.0,63.0,67.0,65.0,66.0,65.0,65,56,59,67,68,66,70,71,66,68,38,40,48,67,59,73,51,60,67,68,70,69,66,68,60,70,68,66,65
2,66,66,170000.0,2000.0,36,183,76,Ulsan Hyundai FC,Korean K League 1,2021.0,Korea Republic,1,4,2,1,5,48.0,54.0,62.0,63.0,65.0,65.0,54,46,62,68,55,57,52,46,64,68,40,55,68,60,82,62,73,44,73,64,70,67,45,62,52,65,66,64,66
1,66,66,350000.0,3000.0,35,185,75,Shenzhen FC,Chinese Super League,2021.0,China PR,1,4,3,1,6,66.0,66.0,66.0,65.0,51.0,75.0,65,61,71,68,63,65,58,60,63,65,67,65,59,65,74,74,77,69,82,67,66,48,69,70,72,67,46,52,51
1,66,66,300000.0,11000.0,37,178,72,Club Deportivo Guadalajara,Mexican Liga MX,2021.0,Mexico,1,3,3,1,3,54.0,68.0,62.0,64.0,41.0,66.0,60,68,68,60,67,64,66,56,60,65,56,52,62,65,61,65,68,53,70,69,70,42,77,69,73,73,35,35,46
2,66,66,1000000.0,500.0,21,168,64,Centro Atlético Fénix,Uruguayan Primera División,2026.0,Uruguay,1,3,3,1,5,71.0,58.0,63.0,68.0,44.0,63.0,67,54,69,64,49,67,58,60,54,64,74,68,80,72,70,68,67,67,61,54,61,54,60,68,68,70,38,36,40
2,66,66,275000.0,2000.0,36,180,80,Real Zaragoza,Spanish Segunda División,2023.0,Spain,1,3,2,1,4,48.0,64.0,69.0,61.0,66.0,70.0,63,58,60,68,59,59,69,78,69,64,58,39,57,60,64,74,61,67,73,71,66,72,61,72,65,62,65,67,61
2,66,69,1200000.0,2000.0,24,178,77,Columbus Crew,USA Major League Soccer,2021.0,Haiti,1,3,3,1,4,79.0,58.0,59.0,69.0,39.0,63.0,58,59,40,61,55,69,66,40,53,66,82,77,80,60,77,67,69,67,61,50,63,42,59,64,53,65,50,29,25
1,66,66,675000.0,5000.0,32,170,68,Lincoln City,English League One,2023.0,Scotland,1,4,3,1,4,72.0,67.0,64.0,68.0,40.0,66.0,64,64,57,62,65,65,67,72,65,66,70,73,81,65,80,73,81,50,66,67,82,41,65,65,75,63,44,35,27
0,66,66,400000.0,4000.0,33,187,86,Melbourne City FC,Australian Hyundai A-League,2022.0,Australia,1,4,2,1,4,47.0,50.0,60.0,58.0,63.0,79.0,53,47,65,68,36,57,48,59,58,60,47,47,54,59,63,60,67,67,85,52,80,61,53,56,47,61,65,63,61
1,66,66,550000.0,4000.0,33,178,74,Fleetwood Town,English League One,2023.0,England,1,3,2,1,5,64.0,67.0,54.0,65.0,46.0,77.0,49,67,70,58,66,62,49,43,57,64,66,63,74,66,76,68,91,73,71,65,92,36,69,56,69,68,44,49,38
2,66,66,425000.0,3000.0,33,178,76,Bolton Wanderers,English League One,2022.0,England,1,2,3,1,5,53.0,59.0,65.0,66.0,63.0,64.0,66,62,59,68,60,65,63,27,67,67,54,52,65,66,73,57,78,72,61,54,59,65,64,66,59,67,62,65,62
0,66,66,400000.0,650.0,33,187,90,Jamshedpur FC,Indian Super League,2022.0,England,0,3,2,1,5,35.0,32.0,48.0,38.0,65.0,84.0,48,31,67,54,29,35,24,26,55,38,38,33,32,50,43,39,71,74,87,32,92,61,17,44,33,54,67,66,61
2,66,66,350000.0,4000.0,35,176,68,FC Utrecht,Holland Eredivisie,2023.0,Netherlands,0,2,3,1,4,65.0,63.0,68.0,69.0,63.0,61.0,69,59,46,66,65,68,78,70,67,68,68,63,74,68,74,66,69,58,59,68,70,67,64,67,68,70,62,65,65
0,66,66,400000.0,9000.0,33,191,80,Preston North End,English League Championship,2022.0,England,1,2,2,1,4,30.0,32.0,38.0,33.0,67.0,70.0,26,35,74,44,29,26,24,35,53,37,29,30,26,61,33,38,71,33,84,21,80,65,26,33,43,53,72,63,62
2,66,66,350000.0,3000.0,35,175,72,SD Huesca,Spanish Segunda División,2022.0,Spain,1,4,2,1,4,46.0,55.0,68.0,62.0,65.0,73.0,63,50,58,70,52,58,71,70,71,66,44,48,66,65,67,60,73,70,74,62,72,67,57,67,56,63,63,70,60
2,66,66,425000.0,2000.0,33,186,86,Burton Albion,English League One,2022.0,England,1,3,2,1,5,66.0,35.0,55.0,60.0,66.0,75.0,45,27,64,66,40,56,32,25,62,65,65,67,65,62,62,65,80,67,80,22,70,65,35,52,41,59,70,64,64
0,66,66,400000.0,2000.0,33,186,87,BK Häcken,Swedish Allsvenskan,2021.0,Finland,1,3,2,1,5,55.0,52.0,55.0,52.0,65.0,74.0,55,42,65,58,35,47,64,63,57,57,47,62,53,63,43,77,80,67,81,55,66,64,35,42,59,62,64,68,59
1,66,66,725000.0,3000.0,31,183,80,Charlton Athletic,English League One,2023.0,Denmark,1,3,2,1,6,68.0,67.0,58.0,64.0,33.0,72.0,58,67,61,63,63,62,60,40,55,64,67,69,67,64,67,69,71,68,72,62,76,33,67,55,73,69,35,23,25
2,66,66,240000.0,2000.0,35,189,93,Piast Gliwice,Polish T-Mobile Ekstraklasa,2022.0,Poland,1,3,2,1,5,37.0,49.0,62.0,57.0,64.0,76.0,60,33,68,65,52,59,61,43,65,62,41,34,30,61,41,70,65,50,87,62,83,68,56,61,55,65,61,64,62
0,66,66,400000.0,3000.0,33,180,77,Fleetwood Town,English League One,2022.0,England,1,3,2,1,5,55.0,43.0,56.0,56.0,64.0,77.0,60,37,65,59,39,54,45,37,57,56,54,55,60,62,67,55,86,75,78,42,76,64,52,51,42,56,64,65,64
2,66,66,675000.0,4000.0,32,173,62,Ipswich Town,English League One,2022.0,Nigeria,0,2,3,1,4,75.0,61.0,63.0,73.0,40.0,44.0,63,56,48,63,64,72,72,69,57,72,76,74,90,62,83,67,49,36,49,62,40,31,63,64,68,60,43,41,35
1,66,66,700000.0,5000.0,32,170,67,Derby County,English League Championship,2021.0,England,1,4,3,1,5,71.0,66.0,56.0,68.0,37.0,62.0,57,66,60,61,65,66,63,58,41,68,73,69,77,67,76,67,56,75,53,66,72,35,69,56,68,62,43,28,28
2,66,66,275000.0,2000.0,38,182,80,Suwon Samsung Bluewings,Korean K League 1,2021.0,Korea Republic,0,3,3,2,5,37.0,67.0,75.0,70.0,46.0,57.0,78,64,66,73,66,70,78,79,71,73,42,33,57,57,76,70,54,34,69,68,54,52,70,75,80,78,42,43,32
0,66,66,150000.0,500.0,38,191,84,Club Always Ready,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,0,3,2,1,4,53.0,38.0,52.0,44.0,67.0,67.0,32,32,68,67,23,37,31,40,49,47,60,47,60,63,35,45,80,50,76,42,60,68,43,54,55,56,65,70,63
0,66,66,230000.0,1000.0,35,186,82,IFK Göteborg,Swedish Allsvenskan,2021.0,Sweden,1,3,2,1,4,45.0,34.0,44.0,47.0,70.0,63.0,40,28,64,50,34,37,40,37,53,52,41,48,52,64,53,47,62,51,67,34,70,68,35,31,34,65,71,71,70
0,66,66,600000.0,4000.0,32,177,71,Melbourne City FC,Australian Hyundai A-League,2023.0,Australia,0,3,2,1,5,64.0,52.0,61.0,61.0,63.0,78.0,63,51,55,60,21,59,70,66,57,60,69,60,68,56,68,65,82,89,74,49,75,64,64,58,42,63,61,65,64
0,66,66,550000.0,4000.0,32,180,81,Aarhus GF,Danish Superliga,2022.0,Denmark,0,2,2,1,4,62.0,43.0,59.0,61.0,65.0,72.0,65,30,58,65,45,57,62,55,60,63,59,64,65,66,68,56,83,64,76,58,71,63,42,41,44,61,66,67,64
0,66,66,190000.0,3000.0,36,183,74,Club Atlético Huracán,Argentina Primera División,2021.0,Argentina,0,3,3,1,4,52.0,62.0,63.0,64.0,67.0,70.0,72,56,64,63,49,63,34,48,60,65,53,51,66,61,62,70,74,62,70,70,80,66,61,65,56,63,68,67,65
0,66,66,550000.0,2000.0,32,183,83,SC Bastia,French Ligue 2,2022.0,France,1,2,2,1,4,66.0,31.0,53.0,47.0,64.0,78.0,56,30,63,62,12,33,48,22,58,54,68,64,66,60,61,34,79,73,83,29,72,62,39,38,37,57,64,66,65
1,66,66,725000.0,4000.0,31,186,90,Wycombe Wanderers,English League One,2022.0,Wales,1,3,2,1,4,45.0,68.0,56.0,58.0,43.0,76.0,59,63,74,56,70,56,61,46,52,65,41,49,47,64,52,80,77,58,84,65,76,42,71,58,79,64,42,38,29
2,66,66,675000.0,1000.0,32,179,75,Central Coast Mariners,Australian Hyundai A-League,2022.0,Australia,0,3,2,1,5,66.0,63.0,65.0,67.0,65.0,72.0,66,59,60,66,60,65,69,68,63,67,67,65,78,61,69,65,66,82,69,68,66,66,67,63,71,65,73,63,49
0,66,66,600000.0,3000.0,32,187,76,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,2022.0,Czech Republic,0,2,2,1,4,81.0,52.0,60.0,60.0,61.0,72.0,64,44,57,61,48,59,62,56,59,61,79,82,64,61,57,63,65,73,74,55,68,58,56,57,59,58,61,63,62
0,66,66,450000.0,6000.0,33,177,74,F.C. København,Danish Superliga,2022.0,Sweden,0,2,2,1,5,66.0,53.0,63.0,63.0,61.0,63.0,66,46,48,65,55,61,65,64,60,62,66,66,69,70,73,65,73,73,60,56,57,60,59,60,47,62,64,63,64
2,66,66,400000.0,4000.0,34,176,78,Shenzhen FC,Chinese Super League,2021.0,China PR,1,4,3,1,4,70.0,65.0,67.0,66.0,55.0,67.0,67,59,57,68,64,64,67,67,64,68,69,71,71,58,77,74,53,72,66,69,66,46,66,69,61,65,60,56,55
0,66,66,450000.0,4000.0,33,178,70,Qingdao FC,Chinese Super League,2021.0,China PR,0,3,3,1,5,72.0,53.0,63.0,63.0,63.0,63.0,67,45,67,65,35,63,55,48,61,60,70,74,71,64,65,64,72,63,63,63,62,65,68,63,41,65,64,61,59
1,66,66,700000.0,5000.0,32,183,71,Luton Town,English League Championship,2022.0,England,1,3,2,1,5,63.0,65.0,55.0,62.0,41.0,77.0,50,67,69,59,61,59,58,40,53,64,62,63,68,65,68,66,76,69,80,58,80,46,68,58,64,65,31,39,34
2,66,66,525000.0,2000.0,33,178,72,St. Mirren,Scottish Premiership,2022.0,Republic of Ireland,1,3,2,1,6,44.0,55.0,62.0,66.0,64.0,75.0,53,50,60,67,48,64,54,49,67,66,42,46,72,60,78,66,70,84,71,53,77,65,63,65,67,68,63,65,65
0,66,66,550000.0,1000.0,32,194,92,Stabæk Fotball,Norwegian Eliteserien,2022.0,Norway,1,3,2,1,4,37.0,34.0,37.0,41.0,64.0,80.0,32,25,65,46,15,29,17,16,43,54,39,35,37,66,32,68,79,67,91,25,70,63,48,30,24,58,65,64,62
1,66,66,900000.0,1000.0,27,175,72,Shamrock Rovers,Rep. Ireland Airtricity League,2023.0,Republic of Ireland,0,4,3,1,5,61.0,67.0,64.0,68.0,26.0,60.0,64,65,45,64,64,66,71,60,55,67,65,58,80,63,75,70,47,69,57,71,58,26,64,69,68,64,30,19,14
0,66,66,625000.0,5000.0,31,174,72,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,2022.0,Belgium,1,4,3,1,5,70.0,57.0,61.0,67.0,64.0,66.0,64,54,53,62,54,66,62,59,59,66,72,68,71,62,76,62,72,66,64,59,68,64,64,57,58,66,66,64,64
2,66,66,525000.0,4000.0,33,185,77,Ulsan Hyundai FC,Korean K League 1,2021.0,Korea Republic,0,3,2,1,5,75.0,63.0,68.0,68.0,42.0,60.0,63,59,49,72,56,68,62,62,70,71,73,77,73,61,55,66,63,81,62,71,26,36,69,68,65,51,57,36,23
0,66,66,230000.0,2000.0,35,187,86,Philadelphia Union,USA Major League Soccer,2021.0,France,1,3,2,1,4,34.0,46.0,52.0,50.0,62.0,75.0,42,44,70,59,32,48,40,46,63,54,34,34,30,59,60,56,87,44,83,44,90,64,40,44,49,57,61,60,60
2,66,66,400000.0,4000.0,34,175,72,Fútbol Club Juárez,Mexican Liga MX,2022.0,Mexico,1,3,3,1,5,67.0,63.0,65.0,70.0,41.0,64.0,66,63,58,65,52,72,55,55,63,70,70,64,69,59,75,70,63,65,63,55,66,50,64,70,78,67,46,27,33
0,66,66,575000.0,500.0,31,185,81,Wrexham AFC,English National League,2024.0,England,1,3,2,1,5,48.0,51.0,53.0,50.0,64.0,86.0,57,43,63,58,53,44,43,25,64,51,49,48,52,63,68,68,74,90,89,54,76,63,43,40,58,60,66,64,63
1,66,66,850000.0,3000.0,29,172,75,Djurgårdens IF,Swedish Allsvenskan,2021.0,Sweden,1,4,3,1,3,82.0,57.0,63.0,68.0,34.0,62.0,67,57,33,60,51,67,65,56,62,63,89,77,84,58,86,61,81,70,59,54,54,25,60,65,58,59,47,26,38
1,66,66,700000.0,11000.0,32,183,76,Preston North End,English League Championship,2023.0,Wales,1,3,2,1,5,62.0,67.0,53.0,60.0,39.0,78.0,45,67,67,55,64,57,53,65,45,63,61,62,60,67,63,72,74,67,82,62,83,41,69,61,64,66,33,37,35
2,66,66,725000.0,4000.0,30,180,69,Sunderland,English League One,2023.0,Northern Ireland,1,3,2,1,4,52.0,56.0,59.0,58.0,65.0,66.0,53,51,59,67,47,53,55,44,66,63,54,51,59,67,62,64,61,74,62,65,69,65,44,52,47,59,69,63,62
2,66,66,675000.0,3000.0,32,177,74,Gillingham,English League One,2022.0,Gambia,1,4,3,1,4,83.0,60.0,59.0,69.0,20.0,57.0,60,55,20,60,27,69,58,59,54,66,84,82,79,64,75,70,52,59,64,69,36,28,64,62,57,61,22,15,17
2,66,66,525000.0,3000.0,33,178,73,Aberdeen,Scottish Premiership,2022.0,Northern Ireland,1,5,3,1,3,72.0,65.0,64.0,68.0,34.0,61.0,66,64,62,63,64,65,67,66,59,67,69,74,78,62,86,71,59,68,64,60,45,48,64,65,64,66,44,13,15
0,66,66,230000.0,3000.0,35,183,73,Henan Songshan Longmen FC,Chinese Super League,2021.0,China PR,1,2,2,1,5,71.0,40.0,46.0,58.0,66.0,77.0,49,46,60,50,23,60,23,24,50,55,68,74,58,61,61,38,74,78,77,33,75,66,54,43,23,57,68,67,64
2,66,66,825000.0,2000.0,30,183,76,Rosenborg BK,Norwegian Eliteserien,2022.0,Norway,1,3,3,1,6,64.0,65.0,64.0,63.0,65.0,77.0,61,59,70,67,64,60,59,61,65,62,61,66,67,73,65,78,75,83,76,66,73,66,68,65,57,66,63,66,64
0,66,66,600000.0,3000.0,32,173,72,Gallos Blancos de Querétaro,Mexican Liga MX,2021.0,Mexico,1,3,2,1,4,66.0,32.0,54.0,60.0,62.0,73.0,60,22,59,59,27,58,53,35,56,62,65,67,62,63,67,44,66,74,70,39,79,64,52,42,28,58,58,65,65
1,66,66,700000.0,2000.0,32,186,83,Sarpsborg 08 FF,Norwegian Eliteserien,2021.0,Sweden,1,2,3,1,4,50.0,67.0,64.0,68.0,44.0,78.0,63,67,56,66,65,69,65,60,56,68,52,48,65,67,62,70,39,66,88,66,76,43,66,68,64,70,41,46,37
2,66,66,300000.0,3000.0,34,182,77,Ulsan Hyundai FC,Korean K League 1,2021.0,Korea Republic,1,5,3,2,4,51.0,63.0,67.0,62.0,62.0,72.0,65,50,58,70,66,61,71,67,66,62,61,42,65,66,61,81,82,76,71,69,66,63,66,65,68,66,61,63,61
0,66,66,725000.0,3000.0,30,175,70,Puebla FC,Mexican Liga MX,2022.0,Mexico,1,4,3,1,5,65.0,55.0,62.0,63.0,64.0,64.0,67,48,63,65,37,63,70,55,64,63,65,65,63,66,68,63,61,64,68,64,57,65,51,51,62,61,65,62,62
1,66,66,550000.0,4000.0,33,181,73,Bolton Wanderers,English League One,2023.0,Republic of Ireland,1,4,2,1,5,62.0,67.0,58.0,64.0,28.0,70.0,56,68,65,62,67,62,62,57,49,65,65,60,65,67,72,67,79,84,69,64,53,23,68,57,67,63,39,12,15
1,66,66,550000.0,3000.0,33,194,88,Djurgårdens IF,Swedish Allsvenskan,2021.0,Sweden,1,4,2,1,2,34.0,70.0,52.0,56.0,31.0,64.0,33,69,76,60,69,58,66,70,54,63,31,36,32,59,32,74,33,32,90,67,48,21,71,47,69,63,24,34,15
2,66,66,350000.0,1000.0,35,162,64,Dijon FCO,French Ligue 2,2022.0,France,1,4,3,1,5,50.0,61.0,70.0,70.0,26.0,41.0,61,60,39,72,66,69,80,70,71,70,64,39,70,70,94,62,30,48,33,59,57,33,70,73,64,63,29,17,12
0,66,66,600000.0,1000.0,32,188,78,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,2022.0,Poland,0,4,2,1,5,73.0,60.0,61.0,58.0,61.0,71.0,63,58,54,59,51,55,58,60,57,60,75,71,60,58,62,66,60,84,68,62,67,60,66,66,49,61,62,61,62
2,66,66,850000.0,2000.0,29,170,64,Macarthur FC,Australian Hyundai A-League,2022.0,Australia,0,4,3,1,5,73.0,56.0,65.0,67.0,39.0,55.0,67,51,31,68,61,65,65,65,61,67,74,72,78,63,69,60,63,65,59,59,28,41,63,63,61,59,50,31,34
0,66,66,575000.0,2000.0,31,181,81,AS Nancy Lorraine,French Ligue 2,2022.0,Morocco,0,3,2,2,4,58.0,32.0,56.0,55.0,64.0,73.0,54,17,61,63,24,49,35,23,58,59,65,52,54,66,60,59,77,64,74,38,83,64,49,59,32,64,64,65,63
1,66,66,300000.0,500.0,38,188,90,Carlos A. Mannucci,Peruvian Primera División,2021.0,Peru,1,3,2,1,4,64.0,63.0,51.0,57.0,42.0,70.0,38,66,73,58,54,56,49,45,44,64,63,64,39,66,38,70,35,60,87,52,48,64,69,61,55,64,42,23,19
1,66,66,725000.0,5000.0,31,197,85,SC Rheindorf Altach,Austrian Football Bundesliga,2023.0,Kosovo,1,4,3,1,6,32.0,66.0,59.0,64.0,42.0,78.0,47,66,77,68,65,68,61,39,52,70,32,32,46,64,36,68,34,63,91,62,73,29,68,65,72,62,40,44,34
0,66,66,725000.0,3000.0,30,184,79,FC Lugano,Swiss Super League,2022.0,Switzerland,0,3,2,1,4,70.0,51.0,54.0,59.0,62.0,68.0,63,44,48,62,36,55,29,19,55,60,71,70,68,53,64,66,63,76,67,53,61,66,57,45,51,63,56,67,66
2,66,66,575000.0,2000.0,32,184,75,IFK Göteborg,Swedish Allsvenskan,2022.0,Sweden,0,3,2,1,5,56.0,51.0,65.0,61.0,62.0,70.0,65,42,50,65,54,59,69,58,64,63,60,53,62,66,60,55,40,66,71,61,82,65,63,65,58,64,62,64,60
2,66,66,700000.0,2000.0,31,180,70,Livingston FC,Scottish Premiership,2023.0,Scotland,1,4,3,1,4,66.0,62.0,67.0,68.0,56.0,63.0,64,60,59,69,57,66,66,62,68,69,64,68,77,62,74,64,77,63,63,64,59,53,65,68,57,70,54,60,51
1,66,66,675000.0,3000.0,32,173,65,IFK Norrköping,Swedish Allsvenskan,2021.0,Sweden,1,4,3,1,4,78.0,60.0,60.0,68.0,40.0,56.0,58,60,49,64,61,67,59,48,51,66,81,75,81,62,80,60,77,70,54,61,38,39,61,63,59,62,46,36,31
0,66,66,550000.0,2000.0,32,181,79,Vancouver Whitecaps FC,USA Major League Soccer,2021.0,Germany,1,4,2,1,5,33.0,43.0,61.0,56.0,65.0,74.0,48,41,65,70,33,56,51,54,67,60,34,33,40,64,61,52,72,73,75,38,75,66,53,56,37,60,65,65,65
0,66,66,700000.0,1000.0,30,188,85,Stabæk Fotball,Norwegian Eliteserien,2023.0,Norway,1,3,2,1,4,46.0,39.0,50.0,45.0,64.0,76.0,43,31,69,56,44,33,34,32,55,58,49,43,44,63,41,61,75,65,81,37,76,62,43,50,21,60,64,65,62
0,66,66,700000.0,4000.0,30,192,83,Unión de Santa Fe,Argentina Primera División,2022.0,Switzerland,1,3,2,1,3,37.0,46.0,58.0,55.0,64.0,78.0,63,40,67,62,38,52,51,61,57,63,39,35,50,69,33,58,56,68,87,49,73,65,48,50,42,55,64,63,62
2,66,66,700000.0,11000.0,31,186,81,US Salernitana 1919,Italian Serie A,2023.0,Italy,0,3,2,1,5,51.0,50.0,58.0,59.0,64.0,86.0,35,34,56,67,31,55,47,52,67,65,49,53,49,65,61,73,79,90,91,66,70,68,59,65,53,63,60,69,64
0,66,66,625000.0,2000.0,31,179,77,St. Mirren,Scottish Premiership,2022.0,Scotland,1,4,2,1,6,67.0,36.0,58.0,62.0,61.0,74.0,65,30,53,63,31,62,42,65,61,60,68,67,68,61,60,50,60,87,73,33,63,61,51,40,45,61,62,62,61
0,66,66,550000.0,2000.0,32,186,82,FC Cincinnati,USA Major League Soccer,2021.0,Netherlands,1,3,2,1,4,46.0,57.0,62.0,56.0,65.0,71.0,65,52,68,61,55,51,68,69,61,63,43,48,48,65,56,68,70,60,76,65,72,67,30,59,61,68,68,62,61
2,66,66,725000.0,3000.0,30,173,70,FC Würzburger Kickers,German 3. Bundesliga,2022.0,Congo DR,1,3,3,1,5,76.0,54.0,59.0,69.0,60.0,77.0,51,48,47,66,62,66,45,33,62,67,84,70,81,62,84,64,84,80,73,55,80,61,63,60,44,71,58,65,65
1,66,66,850000.0,3000.0,30,185,82,Austin FC,USA Major League Soccer,2021.0,Netherlands,1,3,4,1,5,71.0,66.0,56.0,67.0,35.0,69.0,56,66,58,55,72,66,73,65,48,68,71,71,74,66,61,72,67,73,71,62,58,28,68,55,55,59,41,28,28
0,66,66,775000.0,18000.0,28,179,75,SV Zulte Waregem,Belgian Jupiler Pro League,2022.0,Belgium,0,4,3,1,4,66.0,47.0,62.0,62.0,63.0,72.0,68,36,62,61,37,62,72,70,57,60,65,67,67,60,70,69,74,74,70,43,74,62,58,57,63,58,60,67,64
0,66,66,725000.0,3000.0,30,180,72,Fleetwood Town,English League One,2022.0,England,0,2,2,1,5,69.0,46.0,62.0,62.0,61.0,66.0,65,30,58,62,40,62,64,70,61,61,70,69,65,60,59,64,51,80,66,61,52,60,59,59,49,58,62,62,62
1,66,66,850000.0,3000.0,30,184,83,FC Würzburger Kickers,German 3. Bundesliga,2023.0,Germany,1,4,3,1,5,78.0,63.0,56.0,64.0,22.0,79.0,57,63,60,59,61,64,59,46,48,65,75,81,64,67,64,70,80,82,79,57,74,35,66,57,62,63,14,12,13
1,66,66,850000.0,7000.0,30,188,80,Venezia FC,Italian Serie A,2022.0,Italy,1,4,3,1,5,66.0,63.0,48.0,64.0,37.0,71.0,40,66,69,58,61,64,48,42,35,66,61,70,65,59,48,67,81,65,83,54,48,30,68,51,62,65,30,40,32
